mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
1.449711263179779,0.03177091590848919,0.07481765747070312,0.004143208097131512,100,10,5,sqrt,15,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 15}",0.38505081436598876,0.3860454297944394,0.4003919739143462,0.41205121996850197,0.3958848595108191,0.011133914428874642,55
20.35439383983612,0.169562540748974,0.08497101068496704,0.012691370989249667,100,20,5,0.5,15,"{'n_estimators': 100, 'min_samples_split': 20, 'min_samples_leaf': 5, 'max_features': 0.5, 'max_depth': 15}",0.29293578727280567,0.35805495554889544,0.36252429767693234,0.3555181796117105,0.34225830502758603,0.028586621247591842,60
83.79365998506546,0.8470460304047237,0.2174510955810547,0.011781659074320274,200,20,7,0.5,40,"{'n_estimators': 200, 'min_samples_split': 20, 'min_samples_leaf': 7, 'max_features': 0.5, 'max_depth': 40}",0.45161989963288746,0.478612582396485,0.46090784750137587,0.47122243213681464,0.4655906904168907,0.010227392121527512,15
3.038784086704254,0.08905741281218928,0.12424200773239136,0.005315949849278057,150,10,7,sqrt,30,"{'n_estimators': 150, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'max_depth': 30}",0.4006774987911222,0.40182446986186504,0.3981170572792685,0.4130358886322539,0.4034137286411274,0.0057151856415582295,54
4.035034656524658,0.03628447458582057,0.26920193433761597,0.0039362528421042105,400,10,7,log2,25,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 'log2', 'max_depth': 25}",0.44186982237772054,0.42100681664276235,0.4313222880188847,0.4262564980201529,0.43011385626488013,0.007705200027535414,36
59.147718608379364,0.41723198575856274,0.14947092533111572,0.01879647872493377,150,15,4,0.5,30,"{'n_estimators': 150, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 30}",0.44558068952364294,0.45350881178418984,0.4215451156824622,0.44826003352490745,0.4422236626288006,0.012274610975906357,27
1.726666271686554,0.021231417439947695,0.14652109146118164,0.004358141591199328,150,20,3,log2,35,"{'n_estimators': 150, 'min_samples_split': 20, 'min_samples_leaf': 3, 'max_features': 'log2', 'max_depth': 35}",0.4463883857834874,0.41672218502050357,0.44530399226136147,0.4538227204986158,0.4405593208909921,0.014147585656158498,29
134.50326585769653,0.4082400297563939,0.1867491602897644,0.035448128689075896,400,15,3,0.5,35,"{'n_estimators': 400, 'min_samples_split': 15, 'min_samples_leaf': 3, 'max_features': 0.5, 'max_depth': 35}",0.4728787622275946,0.48205311527803824,0.4629040725632222,0.4915967425556677,0.47735817315613066,0.010650885952470103,12
82.94993340969086,0.6747765454400596,0.1076011061668396,0.015009448911990148,250,15,2,0.5,40,"{'n_estimators': 250, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': 40}",0.4849905433553364,0.49858444835507654,0.4881586992851707,0.5037545322243341,0.4938720558049794,0.0076058150424677725,7
1.1381548643112183,0.12625810480851968,0.07789039611816406,0.005600197792050056,100,7,5,log2,25,"{'n_estimators': 100, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_features': 'log2', 'max_depth': 25}",0.41920859288951917,0.3942526517023829,0.4338910604775609,0.4283772604743941,0.4189323913859642,0.015183322851152948,48
